"empnum2","team2","date","score1","score2","flag1","flag2"
10061,"Team S",2021-07-20,113.084694888424,6,0,"Yes"
10061,"Team S",2021-07-27,114.993491196694,7,0,"Yes"
10061,"Team S",2021-08-03,115.967580974156,6,0,"Yes"
10061,"Team S",2021-08-10,114.179321381149,8,0,"No"
10061,"Team S",2021-08-17,115.681192578444,10,1,"Yes"
10061,"Team S",2021-08-24,116.848623914536,3,0,"Yes"
10061,"Team S",2021-08-31,114.381342627461,2,0,"Yes"
10061,"Team S",2021-09-07,115.996861711583,6,0,"Yes"
10061,"Team S",2021-09-14,114.294853267747,4,0,"Yes"
10061,"Team S",2021-09-21,116.986894103178,12,0,"Yes"
10061,"Team S",2021-09-28,115.248450430709,3,0,"Yes"
10061,"Team S",2021-10-05,118.688321444824,3,0,"Yes"
10061,"Team S",2021-10-12,116.672678445268,5,0,"Yes"
10061,"Team S",2021-10-19,117.243253863364,8,0,"Yes"
10061,"Team S",2021-10-26,120.333998147212,2,0,"Yes"
10062,"Team O",2021-06-01,110.345730475721,3,0,"No"
10062,"Team O",2021-06-08,111.37772257052,4,0,"No"
10062,"Team O",2021-06-15,114.287994462244,5,0,"Yes"
10062,"Team O",2021-06-22,114.073375380313,2,0,"Yes"
10062,"Team O",2021-06-29,114.782919705034,3,0,"Yes"
10062,"Team O",2021-07-06,113.327791202029,3,0,"Yes"
10062,"Team O",2021-07-13,115.741705559622,7,0,"Yes"
10062,"Team O",2021-07-20,116.462431591782,6,0,"Yes"
10062,"Team O",2021-07-27,114.889018092229,2,0,"No"
10062,"Team O",2021-08-03,113.489323753623,4,0,"Yes"
10062,"Team O",2021-08-10,116.882030567025,2,0,"Yes"
10062,"Team O",2021-08-17,115.172583040965,10,0,"Yes"
10062,"Team O",2021-08-24,113.233624657846,4,0,"No"
10062,"Team O",2021-08-31,115.114172702086,6,0,"Yes"
10062,"Team O",2021-09-07,116.421943030407,3,0,"Yes"
10062,"Team O",2021-09-14,115.254196120042,3,0,"No"
10062,"Team O",2021-09-21,114.776219599534,6,0,"Yes"
10062,"Team O",2021-09-28,115.417631543993,9,0,"Yes"
10062,"Team O",2021-10-05,116.791035936486,4,0,"Yes"
10062,"Team O",2021-10-12,116.551614640639,4,0,"No"
10062,"Team O",2021-10-19,117.988516988145,5,0,"Yes"
10062,"Team O",2021-10-26,120.783218628653,5,0,"Yes"
10063,"Team L",2021-06-01,111.222477820601,3,0,"No"
10063,"Team L",2021-06-08,113.599686981164,3,0,"Yes"
10063,"Team L",2021-06-15,113.066283461804,4,0,"Yes"
10063,"Team L",2021-06-22,114.894841842701,6,0,"No"
10063,"Team L",2021-06-29,117.211948991324,7,0,"Yes"
10063,"Team L",2021-07-06,115.497305898591,10,0,"Yes"
10063,"Team L",2021-07-13,116.611704699555,4,0,"No"
10063,"Team L",2021-07-20,114.599203823687,3,0,"Yes"
10063,"Team L",2021-07-27,116.764294252924,8,0,"Yes"
10063,"Team L",2021-08-03,115.17586245815,5,0,"No"
10063,"Team L",2021-08-10,114.937182008093,4,0,"Yes"
10063,"Team L",2021-08-17,117.689383952967,5,0,"No"
10063,"Team L",2021-08-24,115.950888433892,8,0,"No"
10063,"Team L",2021-08-31,114.110628717726,0,1,"Yes"
10063,"Team L",2021-09-07,116.423413938268,3,0,"No"
10063,"Team L",2021-09-14,115.33343165758,2,0,"Yes"
10063,"Team L",2021-09-21,116.140113997579,6,0,"No"
10063,"Team L",2021-09-28,116.665614004956,6,0,"No"
10063,"Team L",2021-10-05,114.079841880603,2,0,"No"
10063,"Team L",2021-10-12,118.671389115147,5,0,"Yes"
10063,"Team L",2021-10-19,118.841320530017,8,0,"No"
10063,"Team L",2021-10-26,120.528460969682,2,0,"No"
10064,"Team Y",2021-06-01,109.302639489569,6,1,"Yes"
10064,"Team Y",2021-06-08,110.718154754379,7,0,"No"
10064,"Team Y",2021-06-15,113.541782589055,6,0,"Yes"
10064,"Team Y",2021-06-22,115.143611802235,3,0,"Yes"
10064,"Team Y",2021-06-29,113.693683017525,3,0,"Yes"
10064,"Team Y",2021-07-06,115.659953583463,4,0,"Yes"
10064,"Team Y",2021-07-13,115.669409700572,4,0,"No"
10064,"Team Y",2021-07-20,116.244695096808,6,0,"Yes"
10064,"Team Y",2021-07-27,115.464874012441,4,0,"Yes"
10064,"Team Y",2021-08-03,116.13453110782,7,0,"Yes"
10064,"Team Y",2021-08-10,115.735305792298,0,0,"Yes"
10064,"Team Y",2021-08-17,116.805312397114,3,0,"Yes"
10064,"Team Y",2021-08-24,114.372119515974,6,0,"No"
10064,"Team Y",2021-08-31,116.312277205196,3,0,"Yes"
10064,"Team Y",2021-09-07,115.085635665687,6,0,"No"
10064,"Team Y",2021-09-14,114.330731349716,5,0,"Yes"
10064,"Team Y",2021-09-21,116.159279397479,7,0,"Yes"
10064,"Team Y",2021-09-28,116.984608846373,11,0,"No"
10064,"Team Y",2021-10-05,114.369929498388,7,0,"Yes"
10064,"Team Y",2021-10-12,115.392617840364,4,0,"No"
10064,"Team Y",2021-10-19,117.520622350873,9,0,"No"
10064,"Team Y",2021-10-26,120.333781874689,5,0,"No"
10065,"Team N",2021-06-01,111.349452746445,8,0,"Yes"
10065,"Team N",2021-06-08,112.529684741272,5,0,"Yes"
10065,"Team N",2021-06-15,114.383363812114,1,0,"No"
10065,"Team N",2021-06-22,113.345859064699,8,0,"No"
10065,"Team N",2021-06-29,113.880020555712,5,1,"Yes"
10065,"Team N",2021-07-06,114.889405115547,2,0,"Yes"
10065,"Team N",2021-07-13,114.815449107947,9,0,"No"
10065,"Team N",2021-07-20,116.674289541612,2,0,"Yes"
10065,"Team N",2021-07-27,115.012710545362,6,0,"Yes"
10065,"Team N",2021-08-03,114.577579988368,5,0,"Yes"
10065,"Team N",2021-08-10,115.144670665573,11,0,"Yes"
10065,"Team N",2021-08-17,116.073471190037,12,0,"Yes"
10065,"Team N",2021-08-24,115.504047750125,1,0,"Yes"
10065,"Team N",2021-08-31,113.918419711775,8,0,"Yes"
10065,"Team N",2021-09-07,115.321521757783,3,0,"Yes"
10065,"Team N",2021-09-14,114.141800021812,5,0,"Yes"
10065,"Team N",2021-09-21,117.172102267381,6,1,"No"
10065,"Team N",2021-09-28,116.513217891331,8,0,"No"
10065,"Team N",2021-10-05,118.166195914701,3,0,"Yes"
10065,"Team N",2021-10-12,117.023019676588,3,0,"Yes"
10065,"Team N",2021-10-19,118.72792447278,7,0,"Yes"
10065,"Team N",2021-10-26,120.011995698808,11,0,"No"
10066,"Team Z",2021-06-01,110.901211143006,6,0,"No"
10066,"Team Z",2021-06-08,110.979079266039,5,0,"No"
10066,"Team Z",2021-06-15,114.015424608861,5,0,"Yes"
10066,"Team Z",2021-06-22,112.488528982883,2,1,"Yes"
10066,"Team Z",2021-06-29,115.854703718687,6,1,"Yes"
10066,"Team Z",2021-07-06,117.673969745446,2,0,"Yes"
10066,"Team Z",2021-07-13,117.043095517778,9,0,"Yes"
10066,"Team Z",2021-07-20,115.315976107882,1,0,"No"
10066,"Team Z",2021-07-27,114.529229321931,2,0,"No"
10066,"Team Z",2021-08-03,115.227051302364,7,0,"Yes"
10066,"Team Z",2021-08-10,115.025930299402,9,0,"Yes"
10066,"Team Z",2021-08-17,114.49632867083,8,0,"Yes"
10066,"Team Z",2021-08-24,115.380825789154,6,0,"No"
10066,"Team Z",2021-08-31,116.205208236711,1,0,"No"
10066,"Team Z",2021-09-07,114.258133761212,6,0,"No"
10066,"Team Z",2021-09-14,116.25841156482,3,0,"No"
10066,"Team Z",2021-09-21,116.38879600709,3,0,"Yes"
10066,"Team Z",2021-09-28,117.281566301497,4,0,"Yes"
10066,"Team Z",2021-10-05,117.624662299258,6,0,"No"
10066,"Team Z",2021-10-12,119.636293629489,4,0,"Yes"
10066,"Team Z",2021-10-19,117.209651693432,4,0,"Yes"
10066,"Team Z",2021-10-26,120.859603173225,4,0,"Yes"
10067,"Team F",2021-06-01,110.477091161312,4,0,"Yes"
10067,"Team F",2021-06-08,112.787743270696,2,0,"No"
10067,"Team F",2021-06-15,113.934487254386,7,0,"No"
10067,"Team F",2021-06-22,113.141554917575,6,0,"Yes"
10067,"Team F",2021-06-29,114.20260106027,3,0,"Yes"
10067,"Team F",2021-07-06,114.606908640053,7,0,"Yes"
10067,"Team F",2021-07-13,115.098201422507,4,0,"No"
10067,"Team F",2021-07-20,114.114375660298,3,0,"No"
10067,"Team F",2021-07-27,117.467928456776,7,0,"Yes"
10067,"Team F",2021-08-03,113.978590749207,3,0,"Yes"
10067,"Team F",2021-08-10,115.995757595614,6,0,"Yes"
10067,"Team F",2021-08-17,113.98617152811,1,0,"Yes"
10067,"Team F",2021-08-24,114.521972163395,6,0,"Yes"
10067,"Team F",2021-08-31,115.632573715341,8,0,"Yes"
10067,"Team F",2021-09-07,115.318807274066,7,0,"Yes"
10067,"Team F",2021-09-14,115.096547826835,6,0,"Yes"
10067,"Team F",2021-09-21,118.062181008082,4,0,"Yes"
10067,"Team F",2021-09-28,114.355548640693,9,0,"Yes"
10067,"Team F",2021-10-05,117.849996809047,7,1,"Yes"
10067,"Team F",2021-10-12,117.720988839064,3,0,"Yes"
10067,"Team F",2021-10-19,118.809782744007,3,0,"Yes"
10067,"Team F",2021-10-26,122.332348264897,6,0,"Yes"
10068,"Team Z",2021-06-01,110.846355658835,5,0,"Yes"
10068,"Team Z",2021-06-08,112.996648163207,5,0,"No"
10068,"Team Z",2021-06-15,114.50020285797,5,0,"Yes"
10068,"Team Z",2021-06-22,114.769332079986,8,0,"Yes"
10068,"Team Z",2021-06-29,115.185517179635,9,0,"Yes"
10068,"Team Z",2021-07-06,115.031084390043,7,0,"Yes"
10068,"Team Z",2021-07-13,114.022097881615,5,0,"No"
10068,"Team Z",2021-07-20,117.158468267329,5,0,"No"
10068,"Team Z",2021-07-27,115.617011377047,1,0,"No"
10068,"Team Z",2021-08-03,112.560782387829,1,0,"No"
10068,"Team Z",2021-08-10,115.655743931201,5,0,"Yes"
10068,"Team Z",2021-08-17,114.435801824968,6,0,"No"
10068,"Team Z",2021-08-24,114.43193590606,8,0,"Yes"
10068,"Team Z",2021-08-31,113.667484871838,0,0,"Yes"
10068,"Team Z",2021-09-07,115.717892434341,4,0,"Yes"
10068,"Team Z",2021-09-14,117.365565163371,2,0,"Yes"
10068,"Team Z",2021-09-21,114.180117302565,5,0,"Yes"
10068,"Team Z",2021-09-28,116.281710774951,7,0,"Yes"
10068,"Team Z",2021-10-05,116.770392017869,6,0,"Yes"
10068,"Team Z",2021-10-12,117.740228290453,1,0,"Yes"
10068,"Team Z",2021-10-19,118.091361712171,5,0,"No"
10068,"Team Z",2021-10-26,120.592006967864,5,0,"Yes"
10069,"Team E",2021-06-01,110.906250957171,5,0,"No"
10069,"Team E",2021-06-08,111.554384074142,6,0,"No"
10069,"Team E",2021-06-15,113.585933376602,6,0,"Yes"
10069,"Team E",2021-06-22,114.09512994426,3,0,"Yes"
10069,"Team E",2021-06-29,115.766902641919,4,0,"No"
10069,"Team E",2021-07-06,115.50700986162,8,0,"Yes"
10069,"Team E",2021-07-13,117.423302943624,7,1,"No"
10069,"Team E",2021-07-20,115.547158410986,5,0,"No"
10069,"Team E",2021-07-27,115.797695319268,4,0,"Yes"
10069,"Team E",2021-08-03,117.718489345446,7,0,"Yes"
10069,"Team E",2021-08-10,115.078966458663,6,0,"No"
10069,"Team E",2021-08-17,115.269656962309,6,0,"No"
10069,"Team E",2021-08-24,115.134048196602,5,0,"Yes"
10069,"Team E",2021-08-31,114.250812790452,4,0,"No"
10069,"Team E",2021-09-07,114.869436983628,3,0,"Yes"
10069,"Team E",2021-09-14,115.328717225539,5,0,"Yes"
10069,"Team E",2021-09-21,117.088280327407,4,0,"Yes"
10069,"Team E",2021-09-28,117.064884852123,5,1,"Yes"
10069,"Team E",2021-10-05,117.115819764055,5,0,"Yes"
10069,"Team E",2021-10-12,119.632269862277,5,0,"No"
10069,"Team E",2021-10-19,119.934742036779,7,0,"No"
10069,"Team E",2021-10-26,120.604009984925,7,0,"Yes"
10070,"Team K",2021-06-01,101.291303577842,8,0,"Yes"
10070,"Team K",2021-06-08,102.175761596551,5,0,"Yes"
10070,"Team K",2021-06-15,103.257066906718,8,0,"Yes"
10070,"Team K",2021-06-22,105.446409354851,7,0,"No"
10070,"Team K",2021-06-29,102.842196399907,5,0,"Yes"
10070,"Team K",2021-07-06,106.120491101227,9,0,"Yes"
10070,"Team K",2021-07-13,105.996810311217,4,0,"Yes"
10070,"Team K",2021-07-20,104.423469368166,6,0,"No"
10070,"Team K",2021-07-27,109.52681491767,2,0,"Yes"
10070,"Team K",2021-08-03,106.037336255591,4,0,"Yes"
10070,"Team K",2021-08-10,106.13122336583,2,0,"No"
10070,"Team K",2021-08-17,105.277677372882,5,0,"No"
10070,"Team K",2021-08-24,107.133036528234,5,0,"No"
10070,"Team K",2021-08-31,101.175295310781,4,0,"No"
10070,"Team K",2021-09-07,106.001992640178,7,0,"Yes"
10070,"Team K",2021-09-14,104.526553626099,9,0,"Yes"
10070,"Team K",2021-09-21,107.148043138006,7,0,"No"
10070,"Team K",2021-09-28,106.468257240422,3,1,"No"
10070,"Team K",2021-10-05,106.512114187248,7,0,"No"
10070,"Team K",2021-10-12,109.146334664716,4,0,"Yes"
10070,"Team K",2021-10-19,106.369126495336,7,0,"Yes"
10070,"Team K",2021-10-26,110.429254380512,5,0,"No"
10071,"Team K",2021-06-01,110.627406319942,4,0,"Yes"
10071,"Team K",2021-06-08,111.891297980149,3,0,"Yes"
10071,"Team K",2021-06-15,113.938651512443,4,0,"Yes"
10071,"Team K",2021-06-22,115.560636633004,4,0,"No"
10071,"Team K",2021-06-29,116.839944275274,6,0,"No"
10071,"Team K",2021-07-06,112.485085603073,3,0,"Yes"
10071,"Team K",2021-07-13,113.908453462927,4,0,"Yes"
10071,"Team K",2021-07-20,114.376623833936,2,0,"No"
10071,"Team K",2021-07-27,115.955657061231,7,0,"Yes"
10071,"Team K",2021-08-03,115.116550446513,5,0,"Yes"
10071,"Team K",2021-08-10,115.878286787612,5,0,"No"
10071,"Team K",2021-08-17,116.546591490971,3,0,"No"
10071,"Team K",2021-08-24,114.376794843091,6,0,"Yes"
10071,"Team K",2021-08-31,115.964659497179,9,0,"Yes"
10071,"Team K",2021-09-07,113.843089202261,7,0,"Yes"
10071,"Team K",2021-09-14,115.993937104549,4,0,"No"
10071,"Team K",2021-09-21,115.829270308793,4,0,"Yes"
10071,"Team K",2021-09-28,115.473581878567,5,0,"Yes"
10071,"Team K",2021-10-05,118.928527805239,6,0,"No"
10071,"Team K",2021-10-12,116.497998217575,2,0,"No"
10071,"Team K",2021-10-19,119.985343921979,6,0,"Yes"
10071,"Team K",2021-10-26,119.39917713805,6,0,"Yes"
10072,"Team E",2021-06-01,111.786943981317,5,0,"Yes"
10072,"Team E",2021-06-08,113.056115043777,4,0,"Yes"
10072,"Team E",2021-06-15,113.321812913333,7,0,"Yes"
10072,"Team E",2021-06-22,114.796775466116,2,0,"Yes"
10072,"Team E",2021-06-29,113.459565823703,10,0,"Yes"
10072,"Team E",2021-07-06,116.047118631605,6,0,"Yes"
10072,"Team E",2021-07-13,115.831423668713,6,0,"No"
10072,"Team E",2021-07-20,115.352579122379,3,0,"Yes"
10072,"Team E",2021-07-27,116.029207576754,2,0,"Yes"
10072,"Team E",2021-08-03,115.681539976019,4,0,"No"
10072,"Team E",2021-08-10,114.212742613309,10,0,"Yes"
10072,"Team E",2021-08-17,116.328018075774,3,0,"No"
10072,"Team E",2021-08-24,115.994118282631,5,0,"Yes"
10072,"Team E",2021-08-31,114.347266808195,4,0,"Yes"
10072,"Team E",2021-09-07,115.8691939185,7,0,"Yes"
10072,"Team E",2021-09-14,115.583886531877,2,0,"No"
10072,"Team E",2021-09-21,115.929731285184,6,0,"Yes"
10072,"Team E",2021-09-28,114.458539722461,4,0,"Yes"
10072,"Team E",2021-10-05,116.069822998987,4,0,"Yes"
10072,"Team E",2021-10-12,117.609359573158,7,0,"Yes"
10072,"Team E",2021-10-19,120.064191045558,1,0,"Yes"
10072,"Team E",2021-10-26,120.975354622079,8,0,"No"
10073,"Team M",2021-06-01,110.674526019376,2,0,"Yes"
10073,"Team M",2021-06-08,111.086244008507,8,0,"No"
10073,"Team M",2021-06-15,112.847841098503,5,0,"Yes"
10073,"Team M",2021-06-22,113.232631852655,10,0,"Yes"
10073,"Team M",2021-06-29,115.546268516665,10,0,"No"
10073,"Team M",2021-07-06,116.39082539554,4,0,"Yes"
10073,"Team M",2021-07-13,115.967701885542,2,0,"No"
10073,"Team M",2021-07-20,115.159660353973,2,0,"Yes"
10073,"Team M",2021-07-27,115.71144382208,2,0,"Yes"
10073,"Team M",2021-08-03,115.809797601846,5,0,"Yes"
10073,"Team M",2021-08-10,115.433543365171,4,0,"Yes"
10073,"Team M",2021-08-17,114.173446257427,6,0,"Yes"
10073,"Team M",2021-08-24,113.775702026243,8,0,"No"
10073,"Team M",2021-08-31,115.840443477753,5,0,"Yes"
10073,"Team M",2021-09-07,115.540479191056,5,0,"Yes"
10073,"Team M",2021-09-14,114.614233339129,7,0,"Yes"
10073,"Team M",2021-09-21,115.164450384082,3,0,"No"
10073,"Team M",2021-09-28,116.631184300642,4,0,"Yes"
10073,"Team M",2021-10-05,116.900721598684,4,0,"No"
10073,"Team M",2021-10-12,116.344925881816,3,1,"Yes"
10073,"Team M",2021-10-19,118.800552258825,4,0,"Yes"
10073,"Team M",2021-10-26,119.257579116562,3,0,"No"
10074,"Team X",2021-06-01,109.385874115577,5,0,"Yes"
10074,"Team X",2021-06-08,112.00566165877,3,0,"No"
10074,"Team X",2021-06-15,113.790929250331,5,0,"No"
10074,"Team X",2021-06-22,115.124238248516,4,0,"Yes"
10074,"Team X",2021-06-29,114.412465433011,4,0,"Yes"
10074,"Team X",2021-07-06,115.724103960123,7,0,"Yes"
10074,"Team X",2021-07-13,116.085202263867,6,0,"No"
10074,"Team X",2021-07-20,115.768890762909,4,0,"Yes"
10074,"Team X",2021-07-27,116.155952713962,3,0,"No"
10074,"Team X",2021-08-03,116.630001176158,6,0,"Yes"
10074,"Team X",2021-08-10,115.136642701357,5,0,"Yes"
10074,"Team X",2021-08-17,113.392711335929,9,0,"Yes"
10074,"Team X",2021-08-24,114.594336036597,6,0,"Yes"
10074,"Team X",2021-08-31,114.904177425565,4,0,"Yes"
10074,"Team X",2021-09-07,115.687010939439,4,0,"Yes"
10074,"Team X",2021-09-14,116.40679230374,7,0,"Yes"
10074,"Team X",2021-09-21,116.455737912434,6,0,"Yes"
10074,"Team X",2021-09-28,116.359807048938,5,0,"Yes"
10074,"Team X",2021-10-05,116.664995091087,4,0,"Yes"
10074,"Team X",2021-10-12,116.883126122041,7,0,"No"
10074,"Team X",2021-10-19,119.477186722696,4,0,"Yes"
10074,"Team X",2021-10-26,121.941061388656,7,0,"No"
10075,"Team X",2021-06-01,110.574522122957,4,0,"Yes"
10075,"Team X",2021-06-08,112.136340550837,7,0,"Yes"
10075,"Team X",2021-06-15,111.867182913734,4,0,"Yes"
10075,"Team X",2021-06-22,114.684478837922,3,0,"Yes"
10075,"Team X",2021-06-29,116.10526303974,4,0,"Yes"
10075,"Team X",2021-07-06,117.784751384552,6,0,"No"
10075,"Team X",2021-07-13,116.361504351762,4,0,"Yes"
10075,"Team X",2021-07-20,114.460348774183,5,0,"No"
10075,"Team X",2021-07-27,116.112322869501,5,0,"No"
10075,"Team X",2021-08-03,116.187123894469,5,0,"Yes"
10075,"Team X",2021-08-10,115.436119690039,9,0,"Yes"
10075,"Team X",2021-08-17,115.036142691349,4,0,"No"
10075,"Team X",2021-08-24,115.170674556081,2,0,"Yes"
10075,"Team X",2021-08-31,115.173542873378,7,0,"Yes"
10075,"Team X",2021-09-07,115.676023226792,7,1,"No"
10075,"Team X",2021-09-14,116.091183491657,6,0,"Yes"
10075,"Team X",2021-09-21,116.60875728202,6,0,"No"
10075,"Team X",2021-09-28,116.578998917039,1,0,"Yes"
10075,"Team X",2021-10-05,115.944796310561,4,0,"Yes"
10075,"Team X",2021-10-12,119.102561512806,3,0,"No"
10075,"Team X",2021-10-19,118.417778083639,4,0,"Yes"
10075,"Team X",2021-10-26,119.542095102433,6,0,"Yes"
10076,"Team T",2021-06-01,110.373965970854,8,0,"No"
10076,"Team T",2021-06-08,114.029604045975,6,0,"Yes"
10076,"Team T",2021-06-15,112.794800402772,6,0,"Yes"
10076,"Team T",2021-06-22,113.322029710569,7,0,"Yes"
10076,"Team T",2021-06-29,113.930927265866,5,0,"Yes"
10076,"Team T",2021-07-06,114.488106012835,4,0,"No"
10076,"Team T",2021-07-13,115.864808545031,5,0,"Yes"
10076,"Team T",2021-07-20,114.80279415037,9,0,"Yes"
10076,"Team T",2021-07-27,116.707056483453,5,0,"Yes"
10076,"Team T",2021-08-03,115.303212419847,6,0,"Yes"
10076,"Team T",2021-08-10,114.343193862763,2,0,"Yes"
10076,"Team T",2021-08-17,117.578784531256,7,0,"Yes"
10076,"Team T",2021-08-24,114.615556031802,5,0,"Yes"
10076,"Team T",2021-08-31,115.576278195397,6,0,"Yes"
10076,"Team T",2021-09-07,115.689728391703,5,0,"Yes"
10076,"Team T",2021-09-14,116.304763003726,5,0,"Yes"
10076,"Team T",2021-09-21,117.092537572582,0,0,"Yes"
10076,"Team T",2021-09-28,115.689350200774,3,0,"Yes"
10076,"Team T",2021-10-05,118.395242603188,6,0,"Yes"
10076,"Team T",2021-10-12,119.201997883581,6,0,"Yes"
10076,"Team T",2021-10-19,118.376485400717,2,0,"Yes"
10076,"Team T",2021-10-26,119.325901704422,4,0,"Yes"
10077,"Team D",2021-06-01,113.177554330484,4,0,"Yes"
10077,"Team D",2021-06-08,111.466155276542,2,1,"Yes"
10077,"Team D",2021-06-15,113.598204083394,2,0,"No"
10077,"Team D",2021-06-22,114.883400191809,3,0,"Yes"
10077,"Team D",2021-06-29,114.646425808536,4,0,"Yes"
10077,"Team D",2021-07-06,115.988688444932,2,0,"Yes"
10077,"Team D",2021-07-13,114.321439016339,6,1,"Yes"
10077,"Team D",2021-07-20,115.84761276029,8,0,"No"
10077,"Team D",2021-07-27,114.715173553054,8,0,"Yes"
10077,"Team D",2021-08-03,114.89181437101,8,0,"Yes"
10077,"Team D",2021-08-10,114.734484333974,3,0,"No"
10077,"Team D",2021-08-17,115.235462374737,7,0,"No"
10077,"Team D",2021-08-24,114.826911167735,0,0,"Yes"
10077,"Team D",2021-08-31,115.300044794621,5,0,"No"
10077,"Team D",2021-09-07,114.225144817924,4,0,"Yes"
10077,"Team D",2021-09-14,115.679795497853,4,0,"No"
10077,"Team D",2021-09-21,116.196776050127,5,0,"Yes"
10077,"Team D",2021-09-28,115.338199443109,5,0,"Yes"
10077,"Team D",2021-10-05,117.761355303644,5,0,"Yes"
10077,"Team D",2021-10-12,116.831574703961,7,0,"No"
10077,"Team D",2021-10-19,117.606669923251,4,0,"Yes"
10077,"Team D",2021-10-26,119.305016201239,2,0,"No"
10078,"Team Z",2021-06-01,111.337932657926,3,0,"Yes"
10078,"Team Z",2021-06-08,112.738827535311,7,0,"Yes"
10078,"Team Z",2021-06-15,112.764199474822,2,0,"Yes"
10078,"Team Z",2021-06-22,114.714395060828,1,0,"Yes"
10078,"Team Z",2021-06-29,114.16650999993,4,0,"Yes"
10078,"Team Z",2021-07-06,115.586512255337,1,0,"No"
10078,"Team Z",2021-07-13,115.468512376751,6,0,"Yes"
10078,"Team Z",2021-07-20,115.485810331119,4,0,"Yes"
10078,"Team Z",2021-07-27,116.238315061966,1,0,"Yes"
10078,"Team Z",2021-08-03,116.15736956426,2,0,"Yes"
10078,"Team Z",2021-08-10,115.106847797714,7,0,"Yes"
10078,"Team Z",2021-08-17,116.868153440227,5,0,"Yes"
10078,"Team Z",2021-08-24,115.568848656612,4,0,"Yes"
10078,"Team Z",2021-08-31,114.765121067843,5,0,"Yes"
10078,"Team Z",2021-09-07,113.984894533085,3,0,"Yes"
10078,"Team Z",2021-09-14,115.621235026885,4,0,"No"
10078,"Team Z",2021-09-21,113.923564011649,8,1,"Yes"
10078,"Team Z",2021-09-28,115.277937250978,5,0,"Yes"
10078,"Team Z",2021-10-05,117.055077222139,4,0,"Yes"
10078,"Team Z",2021-10-12,116.277467162604,4,0,"No"
10078,"Team Z",2021-10-19,119.110026262276,4,0,"Yes"
10078,"Team Z",2021-10-26,119.609303950928,6,0,"No"
10079,"Team T",2021-06-01,110.618617186876,5,0,"No"
10079,"Team T",2021-06-08,114.408961826509,5,0,"Yes"
10079,"Team T",2021-06-15,115.259645810479,2,0,"Yes"
10079,"Team T",2021-06-22,111.660398378361,7,0,"Yes"
10079,"Team T",2021-06-29,115.010363459921,4,0,"No"
10079,"Team T",2021-07-06,113.51003799126,5,0,"No"
10079,"Team T",2021-07-13,116.183675028014,5,0,"Yes"
10079,"Team T",2021-07-20,115.46118448312,2,0,"No"
10079,"Team T",2021-07-27,116.122858001337,4,0,"Yes"
10079,"Team T",2021-08-03,117.869803912164,1,0,"Yes"
10079,"Team T",2021-08-10,115.015169488361,3,0,"No"
10079,"Team T",2021-08-17,115.396210975558,3,0,"No"
10079,"Team T",2021-08-24,114.991678947452,9,0,"Yes"
10079,"Team T",2021-08-31,115.028527762694,2,0,"Yes"
10079,"Team T",2021-09-07,115.81055034067,4,0,"Yes"
10079,"Team T",2021-09-14,115.584376606023,4,0,"Yes"
10079,"Team T",2021-09-21,115.736253030392,7,0,"Yes"
10079,"Team T",2021-09-28,115.155075047895,5,0,"Yes"
10079,"Team T",2021-10-05,115.495225709025,1,0,"Yes"
10079,"Team T",2021-10-12,119.944159365119,4,0,"No"
10079,"Team T",2021-10-19,117.514710541252,2,0,"Yes"
10079,"Team T",2021-10-26,118.486348799396,8,0,"Yes"
10080,"Team X",2021-06-01,111.572543149817,5,0,"Yes"
10080,"Team X",2021-06-08,112.497430929694,4,0,"Yes"
10080,"Team X",2021-06-15,113.414541927129,6,0,"No"
10080,"Team X",2021-06-22,114.64339949552,4,0,"Yes"
10080,"Team X",2021-06-29,115.479725284524,5,0,"Yes"
10080,"Team X",2021-07-06,114.915822197751,5,0,"Yes"
10080,"Team X",2021-07-13,113.80752656065,2,0,"Yes"
10080,"Team X",2021-07-20,114.208796453437,3,0,"No"
10080,"Team X",2021-07-27,114.29510042751,4,0,"Yes"
10080,"Team X",2021-08-03,115.095271496115,6,0,"Yes"
10080,"Team X",2021-08-10,115.707321987181,3,0,"Yes"
10080,"Team X",2021-08-17,116.441912320695,10,0,"No"
10080,"Team X",2021-08-24,115.567914319142,2,0,"No"
10080,"Team X",2021-08-31,115.860989318038,3,0,"Yes"
10080,"Team X",2021-09-07,114.764086632646,2,0,"No"
10080,"Team X",2021-09-14,114.611796999624,6,0,"Yes"
10080,"Team X",2021-09-21,114.40257664636,7,0,"No"
10080,"Team X",2021-09-28,115.84007216052,6,0,"No"
10080,"Team X",2021-10-05,115.50666240918,4,0,"No"
10080,"Team X",2021-10-12,117.585703823675,6,0,"Yes"
10080,"Team X",2021-10-19,117.94887746669,1,1,"Yes"
10080,"Team X",2021-10-26,119.050307824886,5,0,"Yes"
10081,"Team L",2021-06-01,110.11551682916,2,0,"Yes"
10081,"Team L",2021-06-08,112.835075523639,4,0,"Yes"
10081,"Team L",2021-06-15,114.454620643749,12,0,"Yes"
10081,"Team L",2021-06-22,113.750411875613,1,0,"Yes"
10081,"Team L",2021-06-29,113.489270877051,6,0,"Yes"
10081,"Team L",2021-07-06,115.269865940646,3,0,"Yes"
10081,"Team L",2021-07-13,114.958282583106,5,0,"Yes"
10081,"Team L",2021-07-20,115.122478758945,6,0,"Yes"
10081,"Team L",2021-07-27,115.604279159698,4,0,"Yes"
